registro;;unidade_orcamentaria;;;;;;natureza_despesa;item_despesa;num_emp;;;;valor_emp;;;;;;;;;;;;;;;;;;;;
10;1;1251;19;126;1;235; ;319011;43;15621;22122023;2;1;375,23;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1251;15621;1500000;0;375,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1251;15621;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1171;6;182;7;241; ;339030;28;14860;6122023;1;1;6666,60;Empenho para cobrir despesas com o CA N  555 2023  PAC  N  188 2022 PE  N  060 2022 EDITAL N  077 2022 ATA DE REGISTRO DE PRECOS N  212 2023  referente a aquisicao 20 ROLO DE LONA 4M 100M 30KILOS  para atender a demanda da Secretaria Municipal de Defesa Social  conforme especificacoes  exigencias e condicoes estabelecidas no Termo de Contrato   Local de entrega  Rua Vereador David Costa Ferreira  N  14   Bairro Fonte Grande   Contagem  Agendamento pelo telefone  31 3198 8686 ;1; ;1171;555;6122023; ;2; ; ;2; ; ;2; ;1171;6291;2022; ;7763215607
11;1171;14860;2500000;0;6666,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1171;14860;2;4,32E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1071;4;122;1;20; ;339008;1;14925;8122023;2;1;5749,05;PAGAMENTO DE AUXILIO FUNERAL DE CUJUS GILBERTO MUNIZ DOS SANTOS A SERVIDORA ROSELI MUNIZ DOS SANTOS LAGARES EM CONFORMIDADE COM O ART  210 DA LEI 2 160 90  DECRETO N 142 DE 02 DE AGOSTO DE 2005 E DECRETO N 467 DE 05 DE ABRIL DE 2018 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1071;14925;1500000;0;5749,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1071;14925;1;48998273691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;13;50; ;339039;18;14756;1122023;2;1;500000,00;CONTRATACAO DE EMPRESA PARA COBRIR DESPESAS COM 2  TERMO ADITIVO   ADESAO A  ATA DE REGISTRO DE PRECOS PARA CONTRATACAO DOS SERVICOS DE MANUTENCAO E CONSERVACAO DE ESTRADAS E LOGRADOUROS PUBLICOS DIVERSOS  TERRAPLENAGEM  ATERROS E SERVICOS DE MESMA NATUREZA  COM LOCACAO  OPERACAO E MANUTENCAO DE MAQUINAS E EQUIPAMENTOS NO MUNICIPIO DE CONTAGEM MG   ATA DE ADESAO DE REGISTRO DE PRECOS N 254 2021   CA 567 2022   FONTE 01500000 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14756;1500000;0;500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14756;2;3,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;122;1;189; ;339039;14;14758;1122023;2;1;1000000,00;CONTRATACAO DE EMPRESA PARA COBRIR DESPESAS COM MANUTENCAO  REPARO PREVENTIVOS E CORRETIVOS  INSTALACOES DIVERSAS  ADEQUACAO  RECUPERACAO  MODERNIZACAO DE IMOVEIS PUBLICOS DO MUNICIPIO DE CONTAGEM MG    TERMO DE CESSAO PROCESSO ADMINISTRATIVO  338 2023   FONTE 01500000 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14758;1500000;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14758;2;2,63E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;122;1;189; ;449039;0;14822;5122023;2;1;2000000,00;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM  SERVICOS DE ENGENHARIA CONSULTIVA PARA GERENCIAMENTO DE OBRAS  DESENVOLVIMENTO E ADEQUACAO DE PROJETOS DE ENGENHARIA E ARQUITETURA  ASSESSORIA TECNICA  APOIO JURIDICO E ADMINISTRATIVO PARA A SECRETARIA MUNICIPAL DE OBRAS E SERVICOS URBANOS   SEMOBS  MUNICIPIO DE CONTAGEM MG ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14822;1754000;0;2000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14822;2;5,31E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;122;1;189; ;339039;65;14876;7122023;2;1;1500,00;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM PRESTACAO DOS SERVICOS DE FOTOCOPIA  IMPRESSAO  PLOTAGEM  BANNER  ENCADERNACAO E DIGITALIZACAO PARA ATENDER A DEMANDA DA SECRETARIA MUNICIPAL DE OBRAS E SERVICOS URBANOS DE CONTAGEM DO MUNICIPIO DE CONTAGEM MG  ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14876;1500000;0;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14876;2;1,47E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449039;0;14946;11122023;2;1;15872,10;Contratacao de emrpesa para cobrir despesas de consultoria na analise e adeq de projetos de Eng   gerenciamento e sup  de obra  suporte adm   tec  e juridico  inclusive proced  expropriatorios de familias na area de abrangencia  Implant  da Macrodrenagem e Melhoria do Transp  Pub Coletivo da Av  Maracana  Obras de Esg  Sanitario  Drenagem  Obras de Artes Esp   Pav   Rec  Ambiental e Urbanistica  entre R  Albert Schwaitzer e a Rod  LMG 808  no Municipio de Contagem MG  rescisao do CA 007 202;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14946;1500000;0;15872,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14946;2;5,23E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449051;1;15183;19122023;2;1;300000,00;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM A EXECUCAO DO REMANESCENTE DAS OBRAS DE INFRAESTRUTURA PARA IMPLANTACAO DO CORREDOR ESTRUTURAL DE TRANSPORTE NORTE SUL   TRECHO 2    VIADUTO BEATRIZ AV  JOAO CESAR DE OLIVEIRA ATE A PRACA PAPA JOAO XXIII AV  DAVID SARNOFF  PERTENCENTE AO SIM   SISTEMA INTEGRADO DE MOBILIDADE DO MUNICIPIO DE CONTAGEM MG CONFORME CA 022 2021   FONTE 41754901 CAF ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;15183;1754000;0;300000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;15183;2;4,39E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449051;1;15184;19122023;2;1;60000,00;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM A EXECUCAO DO REMANESCENTE DAS OBRAS DE INFRAESTRUTURA PARA IMPLANTACAO DO CORREDOR ESTRUTURAL DE TRANSPORTE NORTE SUL   TRECHO 2    VIADUTO BEATRIZ AV  JOAO CESAR DE OLIVEIRA ATE A PRACA PAPA JOAO XXIII AV  DAVID SARNOFF  PERTENCENTE AO SIM   SISTEMA INTEGRADO DE MOBILIDADE DO MUNICIPIO DE CONTAGEM MG CONFORME CA 022 2021   FONTE 31500000 CP CAF ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;15184;1500000;0;60000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;15184;2;4,39E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;452;13;51; ;339039;61;15678;26122023;2;1;397214,93;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM 1  TERMO ADITIVO   PRESTACAO DE SERVICOS DE COLETA DE RESIDUOS SOLIDOS NAS REGIOES ADMINISTRATIVAS DO MUNICIPIO DE CONTAGEM MG  COMPREENDENDO COLETAS DOMICILIARES  EM ECOPONTOS  DEPOSICAO IRREGULAR EM VIAS E LOGRADOUROS PUBLICOS  LIMPEZA DE FOSSAS  COLETA DE RESIDUOS SOLIDOS DE SAUDE DO  GRUPO D  E O TRANSPORTE  DOS  RESIDUOS PROVENIENTES  DESTAS  ATIVIDADES  PARA  O  ATERRO  SANITARIO  MUNICIPAL ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;15678;1753000;0;397214,93;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;15678;2;4,47E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1171;6;122;1;87; ;339036;14;14786;4122023;3;1;8400,00;Empenho para cobrir despesas com o Contrato Administrativo n  540 2023  cujo objeto refere se a locacao de Imovel situado na Avenida Retiro dos Imigrantes  n  1131  Bairro Retiro  Contagem MG  CEP  32 050 710  visando a intalacao da 4  Inspetoria da Guarda Civil Municipal ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;7763215607
11;1171;14786;1500000;0;8400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1171;14786;1;4835001605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1021;4;122;1;8; ;319011;43;15398;21122023;2;1;257,09;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1021;15398;1500000;0;257,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1021;15398;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1051;4;124;1;17; ;319113;8;15564;22122023;2;1;1091,04;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1051;15564;1500000;0;1091,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1051;15564;2;1,44E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1031;4;122;1;9; ;339046;0;14920;8122023;2;1;400,00;Pagamento referente a reposicao do auxilio alimentacao do mes de Outubro 2023  devido o nao envio da guia de retorno INSS em tempo habil do fechamento da Folha ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1031;14920;2500000;0;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1031;14920;1;52702901620;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1041;3;92;1;10; ;339008;1;14931;8122023;2;1;5749,05;PAGAMENTO DE AUXILIO FUNERAL DE CUJUS MARGARIDA FRANCO CHIODI  SERVIDORA  A  LUCIANA FRANCO CHIODI DE SOUZA EM CONFORMIDADE COM O ART  210 DA LEI 2 160 90  DECRETO N 142 DE 02 DE AGOSTO DE 2005 E DECRETO N 467 DE 05 DE ABRIL DE 2018 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1041;14931;1500000;0;5749,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1041;14931;1;1262135699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1071;4;122;1;20; ;319011;9;15407;21122023;2;1;17614,04;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1071;15407;1500000;0;17614,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1071;15407;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1071;4;122;1;20; ;319011;43;15410;21122023;2;1;1353,68;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1071;15410;1500000;0;1353,68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1071;15410;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1051;4;124;1;17; ;339036;7;15442;21122023;2;1;1735,00;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1051;15442;1500000;0;1735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1051;15442;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1101;8;122;1;7; ;319011;45;15450;21122023;2;1;44944,74;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1101;15450;1500000;0;44944,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1101;15450;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1171;6;122;1;15; ;319013;3;15457;21122023;2;1;68176,07;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1171;15457;1500000;0;68176,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1171;15457;2;3,00E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1181;14;122;1;18; ;319011;43;15560;21122023;2;1;426,83;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 DO ADMINISTRATIVO ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1181;15560;2500000;0;426,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1181;15560;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1061;4;131;1;105; ;319016;0;15459;21122023;2;1;364,13;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1061;15459;1500000;0;364,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1061;15459;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1201;27;122;1;41; ;339036;7;15470;21122023;2;1;19787,45;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1201;15470;1500000;0;19787,45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1201;15470;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1251;19;126;1;235; ;319013;3;15476;21122023;2;1;31026,00;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1251;15476;1500000;0;31026;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1251;15476;2;3,00E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1111;15;122;1;6; ;319011;1;15478;21122023;2;1;273978,46;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1111;15478;1500000;0;273978,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1111;15478;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1111;15;122;1;6; ;319011;1;15479;21122023;2;1;1104223,41;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1111;15479;1500000;0;1104223,41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1111;15479;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1111;15;122;1;6; ;319011;43;15483;21122023;2;1;609,76;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1111;15483;1500000;0;609,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1111;15483;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1051;4;124;1;17; ;319113;8;15499;21122023;2;1;65427,90;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1051;15499;1500000;0;65427,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1051;15499;2;1,44E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;13;50; ;339039;18;14755;1122023;2;1;1000000,00;CONTRATACAO DE EMPRESA PARA COBRIR DESPESAS  COM 7  TERMO ADITIVO PRESTACAO DE SERVICOS DE MANUTENCAO  RESTAURACAO E MELHORIAS EM VIAS E LOGRADOUROS PUBLICOS PAVIMENTADOS E NAO PAVIMENTADOS NO MUNICIPIO DE CONTAGEM   MG    RDC 002 2020   CA 056 2020   FONTE 01500000 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14755;1500000;0;1000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14755;2;1,83E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1181;14;122;1;18; ;319016;0;15634;22122023;2;1;5951,12;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 DO ADMINISTRATIVO   ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1181;15634;2500000;0;5951,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1181;15634;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1241;13;122;1;150; ;339036;7;15674;26122023;2;1;12670,00;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1241;15674;1500000;0;12670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1241;15674;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1111;15;122;1;6; ;339046;0;15676;26122023;2;1;60519,99;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1111;15676;1500000;0;60519,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1111;15676;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;122;1;189; ;449039;0;15296;21122023;2;1;260000,00;CONTRATACAO DE EMPRESA  PARA COBRIR DESPESAS COM  SERVICOS DE ENGENHARIA CONSULTIVA PARA GERENCIAMENTO DE OBRAS  DESENVOLVIMENTO E ADEQUACAO DE PROJETOS DE ENGENHARIA E ARQUITETURA  ASSESSORIA TECNICA  APOIO JURIDICO E ADMINISTRATIVO PARA A SECRETARIA MUNICIPAL DE OBRAS E SERVICOS URBANOS   SEMOBS  MUNICIPIO DE CONTAGEM MG  CA 533 23   FONTE 41754900 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;15296;1754000;0;260000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;15296;2;5,31E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;13;50; ;339039;18;14821;5122023;2;1;500000,00;CONTRATACAO DE EMPRESA PARA COBRIR DESPESAS  COM 7  TERMO ADITIVO PRESTACAO DE SERVICOS DE MANUTENCAO  RESTAURACAO E MELHORIAS EM VIAS E LOGRADOUROS PUBLICOS PAVIMENTADOS E NAO PAVIMENTADOS NO MUNICIPIO DE CONTAGEM   MG    RDC 002 2020   CA 056 2020   FONTE 01500000 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14821;1500000;0;500000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14821;2;1,83E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;122;1;13; ;319096;0;14759;1122023;2;1;10000,00;CONVENIO DE COOPERACAO TECNICA  ENTRE OS CONVENENTES VISANDO A CESSAO  DO EMPREGADO ROMULO PERILLI   MATRICULA 3155  DO QUADRO DE EMPREGADOS DA CEDENTE  PARA O CESSIONARIO   CONTRATO 220764   FONTE 01500000 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14759;1500000;0;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14759;2;1,73E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449039;0;14945;11122023;2;1;61037,90;Contratacao de empresa para cobrir despesas de consultoria na analise e adeq de projetos de Eng   gerenciamento e sup  de obra  suporte adm   tec  e juridico  inclusive proced  expropriatorios de familias na area de abrangencia  Implant  da Macrodrenagem e Melhoria do Transp  Pub Coletivo da Av  Maracana  Obras de Esg  Sanitario  Drenagem  Obras de Artes Esp   Pav   Rec  Ambiental e Urbanistica  entre R  Albert Schwaitzer e a Rod  LMG 808  no Municipio de Contagem MG  rescisao do CA 007 202;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14945;1754000;0;61037,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14945;2;5,23E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449061;1;14965;11122023;1;1;319211,48;PROCESSO DE DESAP  000 230 E 000231   CT 21   CT 22   A IMPLANTACAO DA MACRODRENAGEM DO COMPLEXO MARACANA E MELHORIA DO TRANSPORTE PUBLICO COLETIVO COM IMPLANTACAO DO CORREDOR DA AVENIDA MARACANA  CONTAGEM MG  TJMG   50310527720228130079   ID 081040000045309740   REU  MANOEL FARIA DA ROCHA   FONTE 41754900  CONTA VINCULADA SANEAMENTO 0 514 514 94 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;14965;1754000;0;319211,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;14965;2;2,12E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1151;15;451;8;188; ;449051;1;15061;13122023;2;1;150000,00;CONTRATACAO DE EMPRESA PARA COBRIR DESPESAS COM EXECUCAO DO REMANESCENTE DAS OBRAS DE IMPLANTACAO DO LOTE 03 DO PROGRAMA PRO TRANSPORTE COMPOSTO PELO VIADUTO DA AVENIDA DAS AMERICAS NA INTERSECAO COM A AVENIDA SEVERINO BALLESTEROS RODRIGUES NA REGIAO DO BAIRRO RESSACA E VIADUTO DA AV  PIO XII NA INTERSECAO COM A ROD  BR 040 NA REGIAO DO BAIRRO MORADA NOVA  NO MUNICIPIO DE CONTAGEM MG ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;18606121649
11;1151;15061;1754000;0;150000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1151;15061;2;3,00E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1061;4;131;1;105; ;319011;1;15372;21122023;2;1;193712,89;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1061;15372;1500000;0;193712,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1061;15372;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1021;4;122;1;8; ;319011;1;15312;21122023;2;1;40465,94;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1021;15312;1500000;0;40465,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1021;15312;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;1;1141;4;122;1;12; ;319011;50;15313;21122023;2;1;4725,25;EMPENHO PARA COBRIR DESPESAS COM FOLHA DE PESSOAL NO EXERCICIO DE 2023 DO ADMINISTRATIVO ;2; ; ; ; ; ;2; ; ;2; ; ;1; ; ; ; ; ;31196098620
11;1141;15313;1500000;0;4725,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;1141;15313;2;1,87E+13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
